Identifikationsnr	Typ av objekt	Objekt	Alternativt nummer-Institutionsintern katalog/lista	Titel	Motiv-beskrivning	Avbildade - orter	Namn-Fotograf	Motiv-klassifikation-SAB	Motiv-ämnesord	Referens-Arkivreferenser	Rättigheter
TEKA0117759	Foto	Skioptikonbild med motiv av Neue Tor, port i stadsmuren, Neubrandenburg. Bilden har förvarats i kartong märkt: Resan 1912. Neubrandenburg 7. Text på bild: None Tor"."	SKC3394	Neue Tor, Neubrandenburg	Skioptikonbild med motiv av Neue Tor, port i stadsmuren, Neubrandenburg.  Bilden har förvarats i kartong märkt: Resan 1912. Neubrandenburg 7. Text på bild: None Tor"."	Neubrandenburg, DE (Tyskland)	Curman, Sigurd	Byggnader för särskilda ändamål, ex. slott, kyrkor<Icd>	neue, ringmur, stadsmur, stadsport, tor	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117774	Foto	Skioptikonbild med motiv av rundtorn i stadsmuren vid Bauerngasse, från Bad Neustadt an der Saale. Bilden har förvarats i kartong märkt: Vårresan 1910. Neustadt an der Saale. VIII.	SKC3409	Stadsmuren i Bad Neustadt	Skioptikonbild med motiv av rundtorn i stadsmuren vid Bauerngasse, från Bad Neustadt an der Saale.  Bilden har förvarats i kartong märkt: Vårresan 1910. Neustadt an der Saale. VIII.	Bad Neustadt an der Saale, DE (Tyskland)	Curman, Sigurd	Arkitektur<Ic>	allé, borg, man, torn	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117777	Foto	Skioptikonbild med motiv av Hohntor, port i stadsmuren i Bad Neustadt an der Saale. Bilden har förvarats i kartong märkt: Vårresan 1910. Neustadt an der Saale. VIII.	SKC3412	Hohntor, Bad Neustadt an der Saale	Skioptikonbild med motiv av Hohntor, port i stadsmuren i Bad Neustadt an der Saale.  Bilden har förvarats i kartong märkt: Vårresan 1910. Neustadt an der Saale. VIII.	Bad Neustadt an der Saale, DE (Tyskland)	Curman, Sigurd	Byggnader för särskilda ändamål, ex. slott, kyrkor<Icd>	hohntor, port, stadsmur, torn	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117794	Foto	Skioptikonbild med motiv från Hechingen med Pfarrkirche Sankt Jakobus i bakgrunden. Bilden har förvarats i kartong märkt: Resan 1908. Spaichingen m.fl. 8.	SKC3429	Hechingen med Pfarrkirche Sankt Jakobus	Skioptikonbild med motiv från Hechingen med Pfarrkirche Sankt Jakobus i bakgrunden.  Bilden har förvarats i kartong märkt: Resan 1908. Spaichingen m.fl. 8.	Hechingen, DE (Tyskland)	Curman, Sigurd	Arkitektur<Ic>	jakobus, kyrka, pfarrkirche, sankt, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117798	Foto	Skioptikonbild med motiv från Münnerstadt, Weit-Stoss-Strasse med Oberes Tor i bakgrunden. Bilden har förvarats i kartong märkt: Münnerstadt""	SKC3433	Oberes Tor i Münnerstadt	Skioptikonbild med motiv från Münnerstadt, Weit-Stoss-Strasse med Oberes Tor i bakgrunden.  Bilden har förvarats i kartong märkt: Münnerstadt""	Münnerstadt, DE (Tyskland)	Curman, Sigurd	Arkitektur<Ic>	oberes, stadsbild, tor, torn	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117803	Foto	Skioptikonbild med motiv av Oberes Tor, Münnerstadt. Bilden har förvarats i kartong märkt: Münnerstadt 1910"."	SKC3438	Oberes Tor, Münnerstadt	Skioptikonbild med motiv av Oberes Tor, Münnerstadt.  Bilden har förvarats i kartong märkt: Münnerstadt 1910"."	Münnerstadt, DE (Tyskland)	Curman, Sigurd	Arkitektur<Ic>	oberen, stadsbild, tor, torn	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117804	Foto	Skioptikonbild med motiv av gatuvy från Münnerstadt. St Maria Magdalena Kirche i bakgrunden. Bilden har förvarats i kartong märkt: Münnerstadt 1910"."	SKC3439	Gatuvy från Münnerstadt	Skioptikonbild med motiv av gatuvy från Münnerstadt. St Maria Magdalena Kirche i bakgrunden.  Bilden har förvarats i kartong märkt: Münnerstadt 1910"."	Münnerstadt, DE (Tyskland)	Curman, Sigurd	Arkitektur<Ic>	gata, kärra, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117810	Foto	Skioptikonbild med motiv av rådhuset i Marburg. Bilden har förvarats i kartong märkt: Resan 1904. Marburg.	SKC3445	Rådhuset i Marburg	Skioptikonbild med motiv av rådhuset i Marburg.  Bilden har förvarats i kartong märkt: Resan 1904. Marburg.	Marburg-Lahn, DE,   (Tyskland)	Curman, Sigurd	Byggnader för särskilda ändamål, ex. slott, kyrkor<Icd>	rådhus, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117814	Foto	Skioptikonbild med motiv från gata med tunnelmynning i Salzburg. Bilden har förvarats i kartong märkt: Resan 1906. Salzburg 5. Arlberg-banan 3.	SKC3449	Tunnelmynning i Salzburg	Skioptikonbild med motiv från gata med tunnelmynning i Salzburg.  Bilden har förvarats i kartong märkt: Resan 1906. Salzburg 5. Arlberg-banan 3.	Salzburg, AT (Österrike)	Curman, Sigurd	Arkitektur<Ic>	gata, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117817	Foto	Skioptikonbild med motiv från stationen Imst vid Arlbergbanan. Bilden har förvarats i kartong märkt: Resan 1906. Salzburg 5. Arlberg-banan 3. Text på bild: Arlberg-banan"."	SKC3452	Stationen Imst vid Arlbergbanan	Skioptikonbild med motiv från stationen Imst vid Arlbergbanan.  Bilden har förvarats i kartong märkt: Resan 1906. Salzburg 5. Arlberg-banan 3. Text på bild: Arlberg-banan"."	Österrike (AT)	Curman, Sigurd	Järnvägar och spårvägar<Prb>	arlbergbanan, bergbana, tåg	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117823	Foto	Skioptikonbild med motiv från borggården till slottsruinen i Heidelberg.  Bilden har förvarats i kartong märkt: Resan 1906. Heidenberg 5. Mannheim 2.	SKC3458	Borggården till Heidelbergs slottsruin	Skioptikonbild med motiv från borggården till slottsruinen i Heidelberg.    Bilden har förvarats i kartong märkt: Resan 1906. Heidenberg 5. Mannheim 2.	Heidelberg, DE,   (Tyskland)	Curman, Sigurd	Arkitektur<Ic>	stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117824	Foto	Skioptikonbild med motiv från Heidelberg, Hauptstrasse vid Providenzkirche. Bilden har förvarats i kartong märkt: Resan 1906. Heidenberg 5. Mannheim 2.	SKC3459	Hauptstrasse i Heidelberg	Skioptikonbild med motiv från Heidelberg, Hauptstrasse vid Providenzkirche.  Bilden har förvarats i kartong märkt: Resan 1906. Heidenberg 5. Mannheim 2.	Heidelberg, DE,   (Tyskland)	Curman, Sigurd	Arkitektur<Ic>	gata, spårvägsräls, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117825	Foto	Skioptikonbild med motiv av marknadsstånd på torget vid Heidelberg Heiliggeistkirche. Bilden har förvarats i kartong märkt: Resan 1906. Heidenberg 5. Mannheim 2.	SKC3460	Marknadsstånd på torget Heiliggeistkirche	Skioptikonbild med motiv av marknadsstånd på torget vid Heidelberg Heiliggeistkirche.  Bilden har förvarats i kartong märkt: Resan 1906. Heidenberg 5. Mannheim 2.	Heidelberg, DE,   (Tyskland)	Curman, Sigurd	Byggnader för särskilda ändamål, ex. slott, kyrkor<Icd>	heidelberg, katedral, kirche, kyrka, marknasstånd, stadsbild, torg	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117826	Foto	Skioptikonbild med motiv mot Heidelberg vid Karl-Theodore-Brücke över floden Neckar.  Bilden har förvarats i kartong märkt: Resan 1906. Heidenberg 5. Mannheim 2.	SKC3461	Karl-Theodore-Brücke över floden Neckar	Skioptikonbild med motiv mot Heidelberg vid Karl-Theodore-Brücke över floden Neckar.    Bilden har förvarats i kartong märkt: Resan 1906. Heidenberg 5. Mannheim 2.	Heidelberg, DE,   (Tyskland)	Curman, Sigurd	Arkitektur<Ic>	bro, flod, karl-theodore-brücke, neckar, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117828	Foto	Skioptikonbild med motiv vy över Heidelberg vid floden Neckar. I bakgrunden syns Schloss Heidelberg. Bilden har förvarats i kartong märkt: Resan 1906. Heidenberg 5. Mannheim 2.	SKC3463	Heidelberg vid floden Neckar	Skioptikonbild med motiv vy över Heidelberg vid floden Neckar. I bakgrunden syns Schloss Heidelberg.  Bilden har förvarats i kartong märkt: Resan 1906. Heidenberg 5. Mannheim 2.	Heidelberg, DE,   (Tyskland)	Curman, Sigurd	Arkitektur<Ic>	flod, heidelberg, neckar, schloss, slott, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117831	Foto	Skioptikonbild med motiv av Kurfürstliches Schloss, Trier.  Bilden har förvarats i kartong märkt: Resan 1904. Trier. I.	SKC3466	Kurfürstliches Schloss, Trier	Skioptikonbild med motiv av Kurfürstliches Schloss, Trier.    Bilden har förvarats i kartong märkt: Resan 1904. Trier. I.	Trier, DE (Tyskland)	Curman, Sigurd	Arkitektur<Ic>	stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117838	Foto	Skioptikonbild med motiv av bil på väg, bergspass, Sydtyrolen.  Bilden har förvarats i kartong märkt: Resan 1909. Meran- Caster.9. N 24.	SKC3473	Väg genom bergspass, Sydtyrolen	Skioptikonbild med motiv av bil på väg, bergspass, Sydtyrolen.    Bilden har förvarats i kartong märkt: Resan 1909. Meran- Caster.9. N 24.		Curman, Sigurd		automobil, bergspass, bil, sydtyrolen	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117843	Foto	Skioptikonbild med motiv från Trento, Sydtyrolen. Bilden har förvarats i kartong märkt: Resan 1909. Trient 7. N:20.	SKC3478	Motiv från Sydtyrolen	Skioptikonbild med motiv från Trento, Sydtyrolen.  Bilden har förvarats i kartong märkt: Resan 1909. Trient 7. N:20.	Trient, IT (Italien)	Curman, Sigurd		bergskedja, dalgång, sydtyrolen, vy	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117846	Foto	Skioptikonbild med motiv av Neptuns brunn, Fontana del Nettuno, på Piazza Duomo i Trento. Bilden har förvarats i kartong märkt: Resan 1909. Trient 7. N:20.. Text på bild: Via Largo"."	SKC3481	Neptuns brunn i Trento	Skioptikonbild med motiv av Neptuns brunn, Fontana del Nettuno, på Piazza Duomo i Trento.  Bilden har förvarats i kartong märkt: Resan 1909. Trient 7. N:20.. Text på bild: Via Largo"."	Trient, IT (Italien)	Curman, Sigurd	Arkitektur<Ic>	brunn, fontän, neptuns, skulptur, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117850	Foto	Skioptikonbild med motiv från Piazza del Duomo, Trento. Bilden har förvarats i kartong märkt: Resan 1909. Trient 7. N:20. Text på bild: Piazza del Doumo"."	SKC3485	Piazza del Duomo, Trento	Skioptikonbild med motiv från Piazza del Duomo, Trento.  Bilden har förvarats i kartong märkt: Resan 1909. Trient 7. N:20. Text på bild: Piazza del Doumo"."	Trient, IT (Italien)	Curman, Sigurd	Arkitektur<Ic>	barberare, barbiere, del, doumo, frisör, piazza, stadsbild, torg	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117851	Foto	Skioptikonbild med motiv av Neptuns brunn, Fontana del Nettuno, på Piazza Duomo i Trento.  Bilden har förvarats i kartong märkt: Resan 1909. Trient 7. N:20.. Text på bild: Piazza del Doumo"."	SKC3486	Fontana del Nettuno, på Piazza Duomo i Trento.	Skioptikonbild med motiv av Neptuns brunn, Fontana del Nettuno, på Piazza Duomo i Trento.    Bilden har förvarats i kartong märkt: Resan 1909. Trient 7. N:20.. Text på bild: Piazza del Doumo"."	Trient, IT (Italien)	Curman, Sigurd	Arkitektur<Ic>	brunn, fontän, neptuns, stadsbild, torg	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117856	Foto	Skioptikonbild med motiv från torg i  Kassel eller München. Bilden har förvarats i kartong märkt: Resan 1904. Cassel. München.	SKC3491	Fackverkshus vid torg	Skioptikonbild med motiv från torg i  Kassel eller München.  Bilden har förvarats i kartong märkt: Resan 1904. Cassel. München.	Cassel (Tyskland (DE))	Curman, Sigurd	Arkitektur<Ic>	gata, hus, münchen, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117864	Foto	Skioptikonbild med motiv från hamnen i  St. Goar, vid strandkanten av Rhen med Burg Neukatzenelnbogen på höjden.  Bilden har förvarats i kartong märkt: Resan 1904. St. Goar. Koblez.	SKC3499	Burg Neukatzenelnbogen i St Goar	Skioptikonbild med motiv från hamnen i  St. Goar, vid strandkanten av Rhen med Burg Neukatzenelnbogen på höjden.    Bilden har förvarats i kartong märkt: Resan 1904. St. Goar. Koblez.	St. Goar, DE (Tyskland)	Curman, Sigurd		barn, fold, hamn, rhen	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117865	Foto	Skioptikonbild med motiv av lastning av automobil på färja vid Rhen. Möjligen i  St. Goar.  Bilden har förvarats i kartong märkt: Resan 1904. St. Goar. Koblez. Text på bild: Automobilfärd öfer Rhen"	SKC3500	Lastning av bil på färja vid Rhen	Skioptikonbild med motiv av lastning av automobil på färja vid Rhen. Möjligen i  St. Goar.    Bilden har förvarats i kartong märkt: Resan 1904. St. Goar. Koblez. Text på bild: Automobilfärd öfer Rhen"."	St. Goar, DE (Tyskland)	Curman, Sigurd		automobil, båt, båtfärd, lastfartyg	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117870	Foto	Skioptikonbild med motiv ev vy över St. Goar med Rheinfels slott på höjden. Bilden har förvarats i kartong märkt: Resan 1904. St. Goar. Koblez.	SKC3505	Rheinfels vid St Goar	Skioptikonbild med motiv ev vy över St. Goar med Rheinfels slott på höjden.  Bilden har förvarats i kartong märkt: Resan 1904. St. Goar. Koblez.	St. Goar, DE (Tyskland)	Curman, Sigurd	Byggnader för särskilda ändamål, ex. slott, kyrkor<Icd>	rheinfels, schloss, slott, stadsbild, vy	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117875	Foto	Skioptikonbild med motiv av St Mattias-basislikan i Trier. Bilden har förvarats i kartong märkt: Resan 1904. Trier II.	SKC3510	St Mattias i Trier	Skioptikonbild med motiv av St Mattias-basislikan i Trier.  Bilden har förvarats i kartong märkt: Resan 1904. Trier II.	Trier, DE (Tyskland)	Curman, Sigurd	Arkitektur<Ic>	katedral, kirche, kyrka	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117882	Foto	Skioptikonbild med motiv från gata i Schaffhausen. Bilden har förvarats i kartong märkt: Resan 1906. Neuhausen 4. Schaffhausen 3.	SKC3517	Gatumotiv från Schaffhausen	Skioptikonbild med motiv från gata i Schaffhausen.  Bilden har förvarats i kartong märkt: Resan 1906. Neuhausen 4. Schaffhausen 3.	Schaffhausen (Tyskland (DE))	Curman, Sigurd	Arkitektur<Ic>	barn, gata, kvinna, man, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117889	Foto	Skioptikonbild med motiv av kyrkan Unsere Liebe Frau, Bamberg.  Bilden har förvarats i kartong märkt: Resan 1906. Bamberg 6. Regensburg 2.	SKC3524	Kyrkan Unsere Liebe Frau, Bamberg	Skioptikonbild med motiv av kyrkan Unsere Liebe Frau, Bamberg.    Bilden har förvarats i kartong märkt: Resan 1906. Bamberg 6. Regensburg 2.	Bamberg, DE (Tyskland)	Curman, Sigurd	Byggnader för särskilda ändamål, ex. slott, kyrkor<Icd>	frau, katedral, kirche, kyrka, liben, unserer	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117891	Foto	Skioptikonbild med motiv av Brückenrathaus, Altes Rathaus Bamberg.  Bilden har förvarats i kartong märkt: Resan 1906. Bamberg 6. Regensburg 2.	SKC3526	Altes Rathaus Bamberg	Skioptikonbild med motiv av Brückenrathaus, Altes Rathaus Bamberg.    Bilden har förvarats i kartong märkt: Resan 1906. Bamberg 6. Regensburg 2.	Bamberg, DE (Tyskland)	Curman, Sigurd	Byggnader för särskilda ändamål, ex. slott, kyrkor<Icd>	brueckenrathaus, rådhus, spårvagn, spårväg, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117892	Foto	Skioptikonbild med motiv från Bamberg. I bakgrunden skymtar katedralen i Bamberg. Bilden har förvarats i kartong märkt: Resan 1906. Bamberg 6. Regensburg 2.	SKC3527	Gatuvy i Bamberg	Skioptikonbild med motiv från Bamberg. I bakgrunden skymtar katedralen i Bamberg.  Bilden har förvarats i kartong märkt: Resan 1906. Bamberg 6. Regensburg 2.	Bamberg, DE (Tyskland)	Curman, Sigurd	Arkitektur<Ic>	gata, katedral, kyrka, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117893	Foto	Skioptikonbild med motiv från Bamberg, Altes Rathaus med valvbron Untere Brücke över floden Regnitz. Bilden har förvarats i kartong märkt: Resan 1906. Bamberg 6. Regensburg 2.	SKC3528	Untere Brücke vid Bambergs rådhus	Skioptikonbild med motiv från Bamberg, Altes Rathaus med valvbron Untere Brücke över floden Regnitz.  Bilden har förvarats i kartong märkt: Resan 1906. Bamberg 6. Regensburg 2.	Bamberg, DE (Tyskland)	Curman, Sigurd	Arkitektur<Ic>	flod, regnitz, stadsbild, valvbro	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117897	Foto	Skioptikonbild med motiv av Paul Clemen under bilresa i trakterna krig Canazei. Vägen Dolomites Road byggdes mellan 1905-1909.  Bilden har förvarats i kartong märkt: Höstresan 1909. Före och efter C	SKC3532	Längs via Dolomites kring Canazei	Skioptikonbild med motiv av Paul Clemen under bilresa i trakterna krig Canazei. Vägen Dolomites Road byggdes mellan 1905-1909.    Bilden har förvarats i kartong märkt: Höstresan 1909. Före och efter Canazei 8. N:16. Text på bild: Vid eller i närheten af Pordoi"."	Canazei, IT (Italien)	Curman, Sigurd		automobilresa, bergsby, dolomites, landsväg, man, road	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117900	Foto	Skioptikonbild med motiv från ett stopp på automobilresan, vid bergspasset Falzarego Pass mellan Andráz och Cortina d'Ampezzo. Vägen Dolomites Road byggdes mellan 1905-1909.  Bilden har förvarats i 	SKC3535	Vid bergspasset Falzarego mellan Andráz och Cortina d'Ampezzo	Skioptikonbild med motiv från ett stopp på automobilresan, vid bergspasset Falzarego Pass mellan Andráz och Cortina d'Ampezzo. Vägen Dolomites Road byggdes mellan 1905-1909.    Bilden har förvarats i kartong märkt: Höstresan 1909. Före och efter Canazei 8. N:16. Text på bild: Falzaregopasset (2117)"."	Italien, IT,   (Italien)	Curman, Sigurd	Motorfordon<Prab>	automobil, bergspass, dolomites, falzarego, man, monument, pass, road	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117906	Foto	Skioptikonbild med motiv av Kirche von Stein am Rhein. Bilden har förvarats i kartong märkt: Resan 1904. Hamburg. Text på bild: Stein. Schweitz. Rhein"."	SKC3541	Klosterkyrkan St Georgen i Stein am Rhein	Skioptikonbild med motiv av Kirche von Stein am Rhein.  Bilden har förvarats i kartong märkt: Resan 1904. Hamburg. Text på bild: Stein. Schweitz. Rhein"."	Stein am Rhen, CH (Schweiz)	Curman, Sigurd	Byggnader för särskilda ändamål, ex. slott, kyrkor<Icd>	am, kirche, kyrka, rhein, stadsbild, stein, von	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117911	Foto	Skioptikonbild med motiv från Mont-Saint-Michel. Portalen Porte du Roy vid klostret. Bilden har förvarats i kartong märkt: Resan 1904. St. Michel. XII. Text på bild: Abbey du Mont St. Michel. La Pos"	SKC3546	Porte du Roy i Mont-Saint-Michel	Skioptikonbild med motiv från Mont-Saint-Michel. Portalen Porte du Roy vid klostret.  Bilden har förvarats i kartong märkt: Resan 1904. St. Michel. XII. Text på bild: Abbey du Mont St. Michel. La Poste du Roi"."	Mont-Saint-Michel, FR (Frankrike)	Curman, Sigurd	Arkitektur<Ic>	gata, kloster, portal, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0117916	Foto	Skioptikonbild med motiv av Place Alain Chartier med staty, Bayeux. Bilden har förvarats i kartong märkt: Resan 1904. St. Michel. XII. Text på bild: L'alain Chartier 1386.1.""	SKC3551	Place Alain Chartier med staty, Bayeux	Skioptikonbild med motiv av Place Alain Chartier med staty, Bayeux.  Bilden har förvarats i kartong märkt: Resan 1904. St. Michel. XII. Text på bild: L'alain Chartier 1386.1.""	Bayeux, FR (Frankrike)	Curman, Sigurd	Arkitektur<Ic>	stadsbild, staty	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
